,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5
41497,26.22,52.07,1113,400,12899,19459,938.749,1.77,1.83,12.15,1.895,0.043
21052,2.161,53.54,1358,413,12946,19382,938.694,2.01,2.09,13.83,2.156,0.049
21965,-12.487,50.94,1325,400,12971,19397,938.728,2.06,2.14,14.17,2.209,0.05
41707,25.38,48.82,1186,415,12882,19435,938.76,1.79,1.86,12.33,1.923,0.043
4212,-2.655,49.09,100,400,13237,20121,939.635,2.19,2.27,15.06,2.348,0.053
7029,-5.239,51.18,227,400,13138,20043,939.545,0.46,0.48,3.15,0.491,0.011
27485,20.37,47.86,10,400,13223,20169,939.618,1.08,1.13,7.46,1.163,0.026
56721,49.25,14.48,1618,400,13673,20260,936.672,0.86,0.89,5.91,0.921,0.021
25458,13.77,52.94,0,400,12774,19797,939.843,0.23,0.27,1.49,0.28,0.035
49751,24.83,51.83,1339,423,12983,19386,938.825,1.86,1.93,12.79,1.995,0.045
44625,26.69,48.83,1092,400,12931,19446,938.696,1.63,1.7,11.24,1.753,0.04
51696,26.47,46.27,76,400,12833,20697,937.5,2.16,2.24,14.84,2.315,0.052
47676,25.92,53.41,1285,400,12979,19404,938.736,2.04,2.12,14.06,2.192,0.05
48792,24.85,52.12,1389,410,12972,19375,938.705,1.89,1.97,13.04,2.033,0.046
46526,24.45,53.68,1323,406,12956,19394,938.721,1.62,1.68,11.14,1.736,0.039
7339,-4.462,50.79,277,400,13114,19990,939.511,0.39,0.41,2.69,0.42,0.009
18954,20.784,53.64,1186,404,12915,19430,938.693,1.55,1.61,10.63,1.658,0.037
54885,25.85,44.96,0,400,13456,21299,937.375,2.19,2.28,15.08,2.352,0.053
30489,20.19,51.76,22,400,13261,20226,939.722,2.6,2.7,17.91,2.793,0.063
3073,10.691,47.26,145,400,13170,20031,939.666,0.94,0.98,6.48,1.01,0.023
9620,-4.546,61.07,693,710,12778,19564,939.14,2.88,2.99,19.84,3.093,0.07
37524,24.57,52.8,1076,575,12827,19456,938.966,1.82,1.9,12.56,1.959,0.044
20911,4.465,47.27,1373,429,12937,19383,938.691,1.98,2.05,13.61,2.122,0.048
40410,24.52,53.36,1138,433,12870,19444,938.814,1.88,1.95,12.95,2.019,0.046
15200,12.643,47.45,1094,431,12875,19456,938.806,2.2,2.29,15.14,2.361,0.053
23431,-21.139,47.72,1419,431,12965,19372,938.702,2.0,2.08,13.76,2.145,0.048
43793,26.95,47.85,1222,400,12913,19426,938.702,1.81,1.88,12.48,1.945,0.044
23271,-21.819,53.78,1352,401,12964,19381,938.703,2.06,2.14,14.15,2.206,0.05
31402,19.13,55.09,203,400,13153,20066,939.635,0.82,0.85,5.62,0.876,0.02
32090,21.01,50.25,240,400,13137,20033,939.559,0.39,0.4,2.68,0.418,0.009
16451,12.737,48.53,1126,400,12893,19454,938.77,1.65,1.71,11.34,1.769,0.04
46544,26.58,49.0,1321,400,12955,19399,938.718,1.87,1.95,12.89,2.01,0.045
60674,12.81,44.02,0,400,13409,21209,937.396,2.09,2.17,14.37,2.24,0.051
50749,37.08,15.66,0,1103,13016,20804,930.892,1.07,1.12,7.39,1.153,0.026
12790,20.748,48.46,1036,553,12840,19471,938.938,2.11,2.19,14.53,2.265,0.051
802,26.803,57.86,0,400,12978,19913,939.792,0.17,0.18,1.16,0.181,0.004
13540,19.701,51.69,1164,526,12839,19435,938.85,2.06,2.14,14.15,2.206,0.05
833,26.884,50.91,33,400,12956,19888,939.788,0.14,0.15,0.97,0.151,0.003
46346,24.45,53.62,1320,401,12953,19391,938.716,1.81,1.88,12.42,1.937,0.044
19106,20.761,47.51,1191,400,12926,19433,938.706,1.62,1.68,11.13,1.735,0.039
7528,-4.184,55.56,281,400,13118,19986,939.491,0.52,0.54,3.55,0.554,0.013
16224,12.331,47.39,1147,406,12877,19439,938.765,2.12,2.21,14.61,2.278,0.051
52903,25.78,47.95,93,402,12782,20616,937.371,1.84,1.91,12.68,1.977,0.045
12662,20.505,52.62,1011,526,12846,19482,938.982,1.87,1.94,12.88,2.008,0.045
13741,18.911,53.38,1082,483,12855,19453,938.869,1.95,2.03,13.43,2.095,0.047
18192,19.026,48.49,1164,401,12915,19444,938.696,1.48,1.54,10.18,1.588,0.036
58029,-8.222,46.01,92,400,12777,20645,937.475,2.0,2.08,13.76,2.146,0.048
4303,-3.528,52.15,112,400,13223,20104,939.66,1.87,1.94,12.84,2.003,0.045
30033,19.72,54.73,40,400,13237,20174,939.665,1.84,1.91,12.65,1.973,0.045
56007,43.67,32.52,60000,1593,12207,18039,936.892,34.55,35.9,237.79,37.08,0.837
22938,-21.706,48.25,1304,400,12973,19401,938.718,1.74,1.81,11.98,1.868,0.042
5012,-8.376,47.97,67,400,13224,20148,939.696,2.3,2.39,15.82,2.468,0.056
53660,26.46,45.92,163,451,12767,20555,937.292,2.02,2.1,13.88,2.164,0.049
21879,-11.236,52.2,1356,406,12964,19390,938.722,1.95,2.03,13.44,2.096,0.047
13660,19.247,51.7,1092,515,12843,19456,938.87,2.1,2.18,14.46,2.254,0.051
29223,22.45,47.44,95,400,13228,20116,939.64,2.08,2.16,14.33,2.235,0.05
18868,20.729,47.47,1145,400,12919,19442,938.69,1.45,1.51,10.0,1.56,0.035
25472,14.21,50.02,8,400,12777,19790,939.828,0.1,0.12,0.67,0.126,0.015
30088,19.81,54.49,44,400,13234,20171,939.691,2.14,2.22,14.73,2.297,0.052
28679,22.57,49.85,277,400,13130,19931,939.673,1.63,1.69,11.2,1.747,0.039
38129,24.49,53.06,1132,534,12833,19450,938.91,2.07,2.15,14.27,2.226,0.05
43682,27.12,47.37,1222,400,12917,19422,938.716,1.64,1.71,11.3,1.762,0.04
10761,3.699,51.82,912,652,12800,19502,939.071,2.18,2.26,15.0,2.34,0.053
56046,47.56,27.41,60000,4595,11725,17171,936.864,1448.7,1505.14,9970.79,1554.826,35.117
40858,27.06,47.34,1141,406,12881,19449,938.795,1.49,1.55,10.28,1.603,0.036
40804,27.15,47.1,1117,400,12884,19449,938.825,1.69,1.75,11.62,1.812,0.041
33429,20.39,53.3,314,400,13102,19939,939.358,0.25,0.26,1.72,0.268,0.006
40645,24.58,53.15,1218,440,12867,19422,938.805,1.67,1.73,11.47,1.789,0.04
30674,19.88,53.7,52,400,13246,20206,939.714,2.3,2.39,15.84,2.47,0.056
24436,-3.186,48.32,1331,407,12996,19404,938.805,2.05,2.13,14.14,2.205,0.05
14049,17.484,48.71,1088,485,12861,19456,938.901,1.79,1.86,12.31,1.919,0.043
11212,8.684,52.09,1094,652,12798,19461,939.091,2.13,2.21,14.64,2.282,0.052
36384,24.37,52.9,1067,634,12798,19465,939.113,2.49,2.59,17.14,2.673,0.06
18365,19.632,50.7,1178,400,12911,19432,938.726,1.8,1.87,12.38,1.93,0.044
11400,10.777,53.64,1051,636,12798,19461,939.099,2.31,2.4,15.87,2.475,0.056
1590,25.498,56.2,0,400,13149,20047,939.609,0.56,0.58,3.87,0.603,0.014
19704,18.873,47.73,1176,400,12926,19440,938.699,1.74,1.81,11.98,1.868,0.042
27124,19.43,49.34,0,400,13160,20066,939.631,1.07,1.11,7.36,1.148,0.026
8588,-4.878,56.95,340,400,13085,19924,939.331,0.42,0.44,2.9,0.453,0.01
15759,11.998,51.72,1174,422,12872,19431,938.788,1.74,1.8,11.95,1.864,0.042
49072,26.81,47.32,1170,400,13037,19439,938.756,2.19,2.27,15.06,2.348,0.053
7852,-4.1,55.1,303,400,13112,19961,939.422,0.25,0.26,1.74,0.271,0.006
5157,-8.846,54.75,42,400,13239,20173,939.691,2.18,2.27,15.02,2.343,0.053
3441,6.104,54.26,296,400,13134,19923,939.692,1.89,1.97,13.03,2.031,0.046
57396,20.512,41.65,78,400,12830,20690,937.516,2.02,2.1,13.89,2.167,0.049
21025,2.606,47.52,1404,415,12948,19378,938.693,2.15,2.23,14.79,2.306,0.052
59351,3.345,47.71,164,438,12772,20563,937.316,1.99,2.07,13.72,2.14,0.048
9197,-5.217,58.27,381,400,13041,19874,939.268,0.49,0.51,3.35,0.523,0.012
3758,2.276,49.0,216,400,13163,19996,939.67,2.06,2.14,14.2,2.215,0.05
9804,-3.891,54.58,681,858,12698,19575,939.142,2.61,2.72,17.99,2.805,0.063
31387,19.71,51.55,200,400,13150,20060,939.64,0.82,0.85,5.64,0.88,0.02
38284,27.15,46.82,1073,511,12850,19458,938.923,1.77,1.84,12.2,1.903,0.043
32748,18.3,56.61,298,400,13115,19967,939.449,0.39,0.41,2.7,0.422,0.01
23751,-18.15,53.85,1404,413,12970,19376,938.736,1.74,1.81,11.97,1.866,0.042
31901,20.81,51.86,216,400,13147,20054,939.588,0.45,0.47,3.11,0.485,0.011
59792,20.465,45.98,171,413,12780,20554,937.413,1.67,1.74,11.51,1.795,0.041
3377,6.897,56.16,265,400,13144,19954,939.669,1.76,1.83,12.09,1.886,0.043
16245,12.363,52.8,1145,404,12877,19445,938.762,1.54,1.6,10.57,1.648,0.037
17475,16.045,48.04,1141,400,12896,19437,938.734,1.63,1.7,11.24,1.753,0.04
57670,6.464,45.79,103,442,12780,20650,937.553,1.74,1.8,11.96,1.864,0.042
55817,48.17,15.49,544,400,13383,20605,936.842,0.81,0.85,5.6,0.874,0.02
34894,22.33,56.45,728,769,12742,19543,939.16,2.61,2.71,17.97,2.801,0.063
5854,-8.92,51.93,15,400,13256,20253,939.698,2.56,2.65,17.59,2.742,0.062
4251,-3.035,53.19,109,400,13225,20100,939.642,2.15,2.24,14.81,2.309,0.052
410,24.67,51.38,13,400,12729,19755,939.837,0.25,0.32,1.59,0.341,0.064
36722,26.88,47.23,1013,598,12813,19479,939.069,1.9,1.97,13.07,2.037,0.046
21014,2.787,48.29,1369,411,12949,19387,938.694,1.85,1.92,12.71,1.982,0.045
11547,12.369,47.42,1048,624,12813,19464,939.069,2.3,2.39,15.83,2.469,0.056
37806,25.53,47.6,1147,586,12819,19455,938.94,2.09,2.17,14.39,2.243,0.051
36853,24.75,51.56,1111,607,12803,19441,939.053,2.31,2.4,15.89,2.478,0.056
21967,-12.516,49.98,1321,400,12969,19393,938.746,2.0,2.08,13.77,2.147,0.049
19349,20.37,47.45,1170,401,12922,19437,938.673,1.85,1.92,12.71,1.982,0.045
33962,18.79,54.78,374,400,13052,19891,939.283,0.37,0.38,2.54,0.396,0.009
54721,28.12,38.47,0,400,13309,21296,937.459,1.93,2.01,13.31,2.076,0.047
18949,20.782,53.35,1224,410,12920,19430,938.71,1.38,1.44,9.51,1.483,0.033
36623,24.36,53.03,1067,618,12812,19461,939.067,1.7,1.77,11.73,1.829,0.041
54272,25.96,48.48,200,429,12769,20528,937.385,1.4,1.46,9.66,1.506,0.034
45849,25.07,50.19,1343,417,12946,19384,938.703,1.75,1.82,12.07,1.883,0.043
32785,18.91,52.8,308,400,13103,19963,939.413,0.25,0.26,1.7,0.265,0.006
54798,25.77,40.46,0,400,13376,21202,937.463,1.87,1.95,12.9,2.011,0.045
55128,28.52,70.16,1595,400,13423,20228,937.07,0.66,0.69,4.54,0.709,0.016
39122,27.12,47.01,1094,479,12849,19459,938.912,2.1,2.18,14.46,2.255,0.051
37238,26.2,50.95,977,551,12836,19484,939.025,2.11,2.2,14.55,2.268,0.051
21798,-10.017,48.09,1318,400,12965,19393,938.712,1.98,2.06,13.63,2.126,0.048
38226,25.6,47.58,1230,557,12824,19431,938.892,2.14,2.23,14.76,2.302,0.052
53636,28.48,43.06,149,429,12770,20560,937.318,2.1,2.18,14.43,2.25,0.051
1670,25.025,49.23,11,400,13138,20040,939.593,0.94,0.97,6.44,1.004,0.023
898,27.015,55.0,18,400,12986,19906,939.755,0.15,0.16,1.06,0.165,0.004
57498,15.672,46.29,79,400,12827,20684,937.511,2.3,2.39,15.8,2.464,0.056
40434,27.01,47.39,1155,434,12873,19431,938.828,1.75,1.82,12.07,1.883,0.043
16849,13.77,53.27,1118,400,12894,19444,938.755,1.68,1.74,11.53,1.798,0.041
24270,-7.999,47.14,1201,400,13016,19429,938.779,2.22,2.31,15.3,2.386,0.054
28748,21.56,46.61,214,400,13169,19994,939.709,2.08,2.16,14.32,2.232,0.05
60486,12.02,42.58,0,400,13322,21310,937.412,1.85,1.92,12.73,1.986,0.045
17930,17.979,53.31,1149,405,12911,19445,938.737,1.72,1.78,11.82,1.843,0.042
11348,10.202,53.85,1073,645,12796,19465,939.121,2.16,2.25,14.89,2.323,0.052
43719,26.43,50.64,1178,400,12923,19433,938.707,1.54,1.6,10.58,1.65,0.037
48160,26.36,50.54,1320,400,12979,19394,938.712,1.85,1.92,12.74,1.987,0.045
59122,-4.182,47.99,151,408,12781,20567,937.332,1.93,2.01,13.32,2.077,0.047
15506,12.135,47.18,1182,426,12875,19440,938.814,1.48,1.54,10.21,1.592,0.036
21345,-2.715,53.02,1339,408,12948,19384,938.716,1.85,1.92,12.74,1.986,0.045
27592,20.01,50.92,58,400,13217,20126,939.629,1.04,1.09,7.19,1.121,0.025
24352,-5.723,53.64,1266,400,12995,19403,938.793,1.67,1.73,11.47,1.789,0.04
33200,19.53,57.07,305,400,13119,19955,939.385,0.26,0.27,1.77,0.275,0.006
31441,21.62,48.98,187,400,13159,20073,939.645,1.0,1.04,6.9,1.076,0.024
51223,26.84,44.99,17,415,12863,20774,937.63,2.18,2.26,15.0,2.34,0.053
39524,26.74,48.45,1155,467,12854,19439,938.912,1.91,1.99,13.15,2.051,0.046
49555,26.83,48.14,1335,408,12990,19395,938.785,2.03,2.11,14.0,2.183,0.049
36152,24.28,52.91,1092,655,12794,19454,939.088,2.39,2.48,16.42,2.561,0.058
29130,19.92,53.41,128,400,13212,20081,939.626,1.71,1.78,11.77,1.835,0.041
55685,55.47,20.25,39695,835,12587,18626,936.923,1.48,1.53,10.17,1.586,0.036
16701,13.342,47.61,1080,400,12900,19460,938.764,2.02,2.1,13.92,2.171,0.049
15505,12.136,47.16,1128,421,12879,19451,938.818,1.49,1.55,10.27,1.601,0.036
50039,21.73,53.86,0,1550,12884,20004,931.192,11433.76,19884.37,58580.91,21845.273,8047.641
17024,14.336,52.73,1153,411,12892,19445,938.773,1.59,1.65,10.95,1.707,0.039
27129,19.64,48.26,0,400,13169,20075,939.63,1.07,1.11,7.34,1.144,0.026
38586,25.58,47.55,1182,538,12828,19431,938.868,1.8,1.87,12.36,1.927,0.044
52907,27.85,45.81,68,400,12794,20645,937.386,1.87,1.94,12.87,2.007,0.045
43204,27.11,47.3,1168,404,12910,19431,938.704,1.71,1.78,11.78,1.836,0.041
848,26.919,56.42,3,400,12976,19906,939.762,0.22,0.23,1.52,0.237,0.005
49161,24.49,52.58,1149,400,13029,19437,938.78,1.98,2.06,13.63,2.126,0.048
52018,28.98,41.2,79,400,12792,20682,937.556,2.18,2.27,15.02,2.342,0.053
24010,-13.966,49.34,1406,414,12974,19377,938.734,1.65,1.71,11.33,1.766,0.04
44201,26.54,49.78,1237,401,12918,19421,938.681,1.79,1.86,12.3,1.917,0.043
48569,24.4,54.04,1379,400,12979,19385,938.732,1.83,1.9,12.59,1.963,0.044
24568,1.233,47.81,1323,413,12988,19395,938.797,2.0,2.08,13.78,2.149,0.049
10193,-1.584,53.64,912,723,12769,19498,939.08,2.3,2.39,15.84,2.47,0.056
17395,15.719,53.56,1224,408,12900,19421,938.733,1.84,1.91,12.68,1.977,0.045
47091,26.8,48.25,1343,401,12962,19389,938.719,1.77,1.83,12.15,1.895,0.043
11024,6.575,47.83,1005,643,12803,19482,939.091,2.27,2.36,15.66,2.442,0.055
28282,19.68,63.69,203,400,13180,20010,939.7,2.24,2.32,15.39,2.399,0.054
17012,14.296,48.01,1134,420,12880,19438,938.78,2.23,2.32,15.34,2.393,0.054
21600,-6.904,54.07,1333,400,12961,19394,938.723,1.72,1.79,11.86,1.849,0.042
15541,12.102,53.72,1141,422,12878,19451,938.815,1.44,1.5,9.92,1.546,0.035
5395,-9.236,54.85,27,400,13246,20208,939.739,2.49,2.58,17.11,2.668,0.06
34852,23.05,57.96,693,831,12713,19561,939.136,2.43,2.53,16.74,2.611,0.059
49512,24.78,52.12,1367,427,12984,19386,938.782,1.84,1.91,12.67,1.976,0.045
40732,26.95,47.62,1145,410,12882,19442,938.794,1.86,1.93,12.79,1.994,0.045
57204,26.457,45.97,47,400,12833,20728,937.557,2.08,2.16,14.33,2.235,0.05
42813,24.48,53.75,1088,400,12907,19455,938.733,1.93,2.0,13.25,2.067,0.047
53128,26.05,47.11,138,415,12779,20584,937.348,1.93,2.01,13.3,2.073,0.047
57992,-7.419,44.44,93,400,12796,20650,937.536,2.07,2.15,14.27,2.225,0.05
34356,19.77,64.28,625,556,12861,19645,939.232,2.35,2.45,16.21,2.527,0.057
24581,1.698,52.85,1371,412,12987,19394,938.798,1.67,1.74,11.51,1.794,0.041
5727,-9.125,48.84,33,400,13252,20224,939.676,2.52,2.62,17.35,2.705,0.061
26601,18.27,49.61,2,400,13132,20036,939.595,0.53,0.55,3.66,0.571,0.013
30319,19.85,54.04,30,400,13250,20205,939.714,2.18,2.27,15.03,2.344,0.053
3030,11.226,45.09,181,400,13140,19995,939.669,0.83,0.86,5.7,0.889,0.02
25413,14.07,50.05,8,400,12730,19763,939.827,0.24,0.3,1.53,0.319,0.055
39319,24.78,52.5,1163,482,12855,19450,938.912,1.88,1.95,12.91,2.013,0.045
24664,4.791,51.82,1256,400,13003,19410,938.793,2.04,2.12,14.04,2.189,0.049
14511,15.201,52.97,1151,478,12860,19439,938.907,1.82,1.89,12.5,1.949,0.044
30768,21.87,50.0,30,400,13263,20227,939.715,2.39,2.49,16.48,2.57,0.058
6340,-7.586,53.95,193,400,13155,20079,939.647,0.88,0.91,6.02,0.939,0.021
1580,25.553,55.14,18,400,13120,20011,939.635,0.67,0.69,4.58,0.714,0.016
612,26.033,56.16,3,400,12855,19824,939.836,0.12,0.13,0.8,0.133,0.008
22921,-21.649,54.25,1297,400,12982,19404,938.752,1.63,1.7,11.25,1.754,0.04
47874,26.88,48.07,1358,411,12971,19385,938.739,1.9,1.97,13.04,2.034,0.046
3906,0.578,51.73,152,400,13219,20059,939.655,2.22,2.31,15.31,2.388,0.054
26822,18.26,53.12,43,400,13133,20009,939.626,0.67,0.7,4.61,0.719,0.016
60132,17.102,48.16,194,430,12766,20527,937.379,1.9,1.98,13.1,2.043,0.046
46351,24.36,53.89,1346,408,12948,19390,938.701,1.91,1.99,13.18,2.055,0.046
3284,8.056,62.93,195,400,13186,20013,939.693,2.13,2.21,14.63,2.281,0.052
15033,13.09,48.68,1168,465,12851,19430,938.805,1.88,1.96,12.96,2.022,0.046
46044,24.49,53.41,1373,413,12943,19385,938.688,2.06,2.14,14.16,2.207,0.05
20188,14.692,46.46,938,400,13009,19499,938.747,2.25,2.33,15.45,2.41,0.054
23836,-16.96,48.48,1346,400,12985,19390,938.69,1.75,1.82,12.03,1.876,0.042
60491,12.012,43.59,0,400,13317,21295,937.404,1.74,1.81,11.97,1.867,0.042
54523,25.72,49.6,257,450,12757,20462,937.437,1.75,1.82,12.07,1.882,0.043
25330,11.15,56.76,6,400,12678,19710,939.808,0.09,0.13,0.56,0.141,0.035
15621,12.043,47.5,1170,412,12876,19440,938.807,1.44,1.5,9.91,1.545,0.035
51019,33.68,16.77,0,400,13352,21068,930.936,0.7,0.73,4.85,0.756,0.017
42489,25.17,50.3,1222,419,12895,19423,938.73,1.72,1.79,11.83,1.845,0.042
15147,12.771,47.16,1057,422,12881,19465,938.823,1.8,1.87,12.39,1.933,0.044
51477,29.39,40.4,53,400,12842,20733,937.571,1.98,2.06,13.66,2.13,0.048
61196,20.593,27.27,6132,400,13022,19567,936.872,0.58,0.6,4.0,0.623,0.014
45665,25.88,46.23,1092,400,12999,19453,938.718,2.63,2.73,18.08,2.819,0.064
6720,-6.257,55.72,183,400,13168,20087,939.601,0.66,0.68,4.52,0.704,0.016
58058,-8.685,42.09,105,400,12782,20628,937.497,1.82,1.89,12.53,1.954,0.044
57128,27.121,44.31,53,422,12829,20714,937.567,2.16,2.24,14.85,2.316,0.052
56015,43.84,31.98,60000,2376,12079,17835,936.859,265.94,276.3,1830.33,285.419,6.447
51173,29.51,39.78,36,438,12861,20759,937.61,1.93,2.01,13.29,2.073,0.047
54411,28.24,44.61,186,424,12775,20525,937.421,1.65,1.71,11.33,1.767,0.04
12147,17.913,47.01,1036,571,12828,19467,939.031,1.7,1.77,11.72,1.828,0.041
14458,15.456,53.36,1151,474,12855,19438,938.896,1.99,2.06,13.67,2.132,0.048
47453,26.87,48.05,1337,400,12969,19400,938.738,2.03,2.11,13.99,2.181,0.049
36539,26.74,47.47,1074,621,12808,19461,939.066,2.34,2.43,16.08,2.508,0.057
2688,15.383,49.09,117,400,13174,20063,939.639,1.0,1.04,6.87,1.072,0.024
2836,13.611,47.32,119,400,13185,20064,939.641,0.9,0.93,6.18,0.964,0.022
38615,25.68,53.44,1048,479,12855,19470,938.864,1.66,1.73,11.46,1.787,0.04
7499,-4.215,50.67,266,400,13121,19992,939.488,0.58,0.61,4.02,0.626,0.014
45392,24.38,53.67,1293,400,12949,19406,938.759,2.13,2.21,14.64,2.284,0.052
39425,25.99,46.94,1182,489,12846,19433,938.921,1.74,1.81,11.96,1.865,0.042
38906,24.61,53.0,1149,508,12841,19441,938.921,2.16,2.24,14.84,2.314,0.052
18607,20.307,49.75,1199,400,12916,19427,938.704,1.82,1.89,12.55,1.957,0.044
14283,16.32,51.77,1051,465,12867,19461,938.914,2.17,2.25,14.94,2.329,0.053
52645,26.32,46.29,81,400,12787,20646,937.433,2.13,2.21,14.66,2.286,0.052
44994,26.91,47.94,1193,400,12933,19428,938.722,1.8,1.87,12.42,1.936,0.044
47739,26.33,51.01,1310,400,12974,19399,938.729,1.58,1.64,10.86,1.693,0.038
39616,24.83,52.15,1172,485,12853,19433,938.873,1.73,1.8,11.9,1.856,0.042
44396,26.98,47.76,1163,400,12927,19436,938.675,1.83,1.9,12.6,1.965,0.044
35206,22.83,56.71,938,714,12772,19496,939.075,2.19,2.27,15.06,2.348,0.053
55735,57.26,19.27,40592,751,12628,18622,936.892,0.99,1.03,6.81,1.062,0.024
58278,-8.448,47.08,90,400,12787,20637,937.435,1.72,1.78,11.81,1.841,0.042
10815,4.277,54.69,992,659,12789,19487,939.04,2.17,2.25,14.9,2.324,0.052
26053,14.35,51.15,28,400,13023,19920,939.775,0.41,0.42,2.8,0.437,0.01
55848,47.02,15.92,136,400,13534,21031,936.822,1.42,1.48,9.8,1.529,0.035
53502,25.67,48.74,170,442,12771,20554,937.345,2.03,2.11,13.97,2.179,0.049
10132,-2.031,53.31,981,737,12756,19492,939.106,2.31,2.4,15.89,2.478,0.056
19860,17.815,54.03,1163,400,12932,19439,938.725,1.72,1.78,11.81,1.842,0.042
7278,-4.587,49.73,246,400,13135,20017,939.52,0.53,0.55,3.66,0.57,0.013
13941,18.006,47.27,1073,479,12855,19455,938.939,2.01,2.08,13.8,2.153,0.049
22621,-19.943,54.22,1233,400,12979,19413,938.768,1.89,1.96,13.0,2.027,0.046
25260,11.38,54.71,12,400,12631,19698,939.807,0.11,0.2,0.59,0.214,0.077
44849,24.45,53.85,1230,418,12922,19417,938.71,1.76,1.83,12.14,1.894,0.043
22750,-20.835,49.12,1335,406,12966,19399,938.733,1.42,1.48,9.78,1.525,0.034
58037,-8.364,46.93,124,411,12774,20625,937.49,2.02,2.1,13.89,2.165,0.049
41010,24.49,53.5,1078,400,12885,19455,938.773,2.24,2.32,15.39,2.4,0.054
61832,-5.68,26.46,60000,10543,11349,16584,936.863,3718.04,3862.91,25589.78,3990.422,90.129
18921,20.768,47.75,1164,400,12920,19437,938.686,1.78,1.85,12.23,1.907,0.043
53012,25.98,47.34,109,400,12790,20611,937.388,2.05,2.13,14.1,2.198,0.05
59851,20.843,47.0,167,411,12780,20550,937.37,1.68,1.74,11.56,1.802,0.041
46768,24.44,53.82,1343,414,12959,19385,938.706,1.96,2.04,13.52,2.109,0.048
33657,20.73,51.49,344,400,13089,19920,939.319,0.4,0.41,2.72,0.425,0.01
36637,25.96,52.07,1005,593,12819,19477,939.054,1.96,2.03,13.46,2.099,0.047
41264,26.65,48.77,1090,400,12890,19452,938.757,1.8,1.87,12.41,1.935,0.044
44836,24.73,52.74,1182,411,12926,19436,938.729,1.51,1.57,10.4,1.621,0.037
10610,2.137,50.16,971,698,12781,19485,939.08,2.22,2.3,15.25,2.378,0.054
39538,27.09,47.14,1136,469,12864,19449,938.897,1.91,1.99,13.18,2.055,0.046
58655,-4.085,43.39,93,400,12792,20645,937.384,1.86,1.93,12.81,1.997,0.045
15680,12.015,47.48,1241,431,12869,19424,938.786,2.09,2.17,14.35,2.238,0.051
36016,26.48,47.9,1000,642,12799,19480,939.083,2.32,2.42,16.0,2.495,0.056
52926,28.83,41.39,97,406,12788,20616,937.402,1.86,1.93,12.8,1.996,0.045
46790,26.8,48.29,1310,400,12965,19406,938.697,1.97,2.05,13.57,2.115,0.048
26101,16.48,49.79,9,400,13048,19947,939.737,0.28,0.29,1.94,0.302,0.007
7722,-4.081,50.31,278,400,13124,19987,939.436,0.37,0.39,2.56,0.4,0.009
28096,19.07,49.42,178,400,13151,20000,939.646,0.72,0.75,4.94,0.771,0.017
10499,1.049,54.21,883,693,12781,19500,939.118,1.66,1.72,11.39,1.776,0.04
56163,52.64,23.44,60000,15801,11094,16196,936.885,7767.81,9366.13,50207.33,9886.453,1445.98
3008,11.499,49.0,155,400,13155,20013,939.654,0.69,0.72,4.75,0.741,0.017
47884,27.04,47.63,1339,400,12971,19398,938.743,1.76,1.83,12.12,1.891,0.043
35460,25.41,51.06,892,666,12795,19510,939.118,2.17,2.25,14.93,2.328,0.053
12847,20.809,49.21,1044,532,12837,19466,938.916,1.99,2.07,13.69,2.136,0.048
18465,19.939,52.93,1216,415,12910,19422,938.734,1.59,1.65,10.93,1.705,0.039
12708,20.609,52.72,1069,560,12827,19463,938.958,2.02,2.1,13.93,2.172,0.049
42415,27.02,47.66,1172,400,12899,19439,938.741,1.49,1.55,10.25,1.599,0.036
38236,24.82,52.01,1155,541,12828,19443,938.89,2.1,2.18,14.43,2.25,0.051
47516,26.91,47.9,1339,400,12971,19396,938.747,2.03,2.11,13.98,2.179,0.049
61219,20.719,32.51,8599,400,12948,19414,936.891,0.42,0.43,2.88,0.449,0.01
11458,11.411,53.57,1067,633,12800,19461,939.08,2.23,2.32,15.38,2.398,0.054
35856,23.96,53.72,1019,664,12785,19477,939.047,2.92,3.03,20.08,3.131,0.071
12986,20.847,47.0,1042,541,12834,19466,938.917,1.71,1.78,11.79,1.838,0.042
56268,56.39,17.99,60000,38857,10683,15470,936.779,11523.54,23535.78,50258.86,26197.062,11503.664
39493,24.93,51.47,1166,467,12858,19445,938.914,2.03,2.11,13.98,2.179,0.049
60814,14.58,59.31,360,400,13008,20789,937.073,1.56,1.62,10.71,1.67,0.038
35114,25.13,50.79,871,714,12773,19512,939.11,2.37,2.46,16.3,2.542,0.057
7678,-4.09,49.63,297,400,13112,19971,939.453,0.43,0.45,2.96,0.462,0.01
11550,12.401,47.32,1042,609,12815,19471,939.046,2.31,2.4,15.89,2.478,0.056
323,23.899,54.85,29,400,12664,19705,939.795,0.06,0.08,0.35,0.091,0.024
46003,26.57,49.09,1360,405,12945,19386,938.681,1.9,1.98,13.09,2.041,0.046
11316,9.847,47.48,1042,640,12804,19469,939.053,1.99,2.07,13.71,2.139,0.048
57440,18.523,46.27,76,400,12833,20697,937.5,2.16,2.24,14.84,2.315,0.052
58486,-5.442,41.45,84,400,12789,20640,937.427,1.82,1.89,12.52,1.952,0.044
